,poem_line,nazm_name,author_name
1698,بہت یاد آتا ہے گزرا زمانہ,یاد علی گڑھ,عابد اللہ غٓازی
1699,زمانہ تھا وہ ایک حیوانیت کا,یاد علی گڑھ,عابد اللہ غٓازی
1700,وہ دور ملامت تھا شیطانیت کا,یاد علی گڑھ,عابد اللہ غٓازی
1701,ہمیں درد تھا ایک انسانیت کا,یاد علی گڑھ,عابد اللہ غٓازی
1702,اٹھائے علم ہم تھے حقانیت کا,یاد علی گڑھ,عابد اللہ غٓازی
1703,بڑھے جا رہے تھے مگر باغیانہ,یاد علی گڑھ,عابد اللہ غٓازی
1704,بہت یاد آتا ہے گزرا زمانہ,یاد علی گڑھ,عابد اللہ غٓازی
1705,مقابل میں آئے جسارت تھی کس کو,یاد علی گڑھ,عابد اللہ غٓازی
1706,کوئی روک دے بڑھ کے ہمت تھی کس کو,یاد علی گڑھ,عابد اللہ غٓازی
1707,پکارے کوئی ہم کو طاقت تھی کس کو,یاد علی گڑھ,عابد اللہ غٓازی
1708,کہ ہر بوالہوس کو تھے ہم تازیانہ,یاد علی گڑھ,عابد اللہ غٓازی
1709,بہت یاد آتا ہے گزرا زمانہ,یاد علی گڑھ,عابد اللہ غٓازی
1710,خیالات پر شوق کا سلسلہ تھا,یاد علی گڑھ,عابد اللہ غٓازی
1711,بدل دیں زمانے کو وہ حوصلہ تھا,یاد علی گڑھ,عابد اللہ غٓازی
1712,ہر اک دل میں پیدا نیا ولولہ تھا,یاد علی گڑھ,عابد اللہ غٓازی
1713,ہر اک گام احباب کا قافلہ تھا,یاد علی گڑھ,عابد اللہ غٓازی
1714,ادھر دعویٰ کرنا ادھر کر دکھانا,یاد علی گڑھ,عابد اللہ غٓازی
1715,بہت یاد آتا ہے گزرا زمانہ,یاد علی گڑھ,عابد اللہ غٓازی
1716,وہ شہہ راہ میرس کے پر پیچ چکر,یاد علی گڑھ,عابد اللہ غٓازی
1717,وہ شمشاد بلڈنگ پہ اک شور محشر,یاد علی گڑھ,عابد اللہ غٓازی
1718,وہ مبہم سی باتیں وہ پوشیدہ نشتر,یاد علی گڑھ,عابد اللہ غٓازی
1719,وہ بے فکر دنیا وہ لفظوں کے دفتر,یاد علی گڑھ,عابد اللہ غٓازی
1720,کہ جن کا سرا تھا نہ کوئی ٹھکانہ,یاد علی گڑھ,عابد اللہ غٓازی
1721,بہت یاد آتا ہے گزرا زمانہ,یاد علی گڑھ,عابد اللہ غٓازی
1722,کسی کو ہوئی تھی کسی سے محبت,یاد علی گڑھ,عابد اللہ غٓازی
1723,کوئی کر رہا تھا کسی کی شکایت,یاد علی گڑھ,عابد اللہ غٓازی
1724,غرض روز ڈھاتی تھی تازہ قیامت,یاد علی گڑھ,عابد اللہ غٓازی
1725,کسی کی شباہت کسی کی ملامت,یاد علی گڑھ,عابد اللہ غٓازی
1726,کسی کی تسلی کسی کا ستانا,یاد علی گڑھ,عابد اللہ غٓازی
1727,بہت یاد آتا ہے گزرا زمانہ,یاد علی گڑھ,عابد اللہ غٓازی
1728,کوئی غم زدہ تھا کوئی ہنس رہا تھا,یاد علی گڑھ,عابد اللہ غٓازی
1729,کوئی حسن ناہید پر مر مٹا تھا,یاد علی گڑھ,عابد اللہ غٓازی
1730,کوئی چشم نرگس کا بیمار سا تھا,یاد علی گڑھ,عابد اللہ غٓازی
1731,کوئی بس یوں ہی تاکتا جھانکتا تھا,یاد علی گڑھ,عابد اللہ غٓازی
1732,کبھی چوٹ کھانا کبھی مسکرانا,یاد علی گڑھ,عابد اللہ غٓازی
1733,بہت یاد آتا ہے گزرا زمانہ,یاد علی گڑھ,عابد اللہ غٓازی
1734,وہ ہر جنوری میں نمائش کے چرچے,یاد علی گڑھ,عابد اللہ غٓازی
1735,وہ پر شوق آنکھیں وہ حیران جلوے,یاد علی گڑھ,عابد اللہ غٓازی
1736,وہ چکر پہ چکر تھے بارہ دری کے,یاد علی گڑھ,عابد اللہ غٓازی
1737,وہ حسرت کہ سو بار مل کر بھی ملتے,یاد علی گڑھ,عابد اللہ غٓازی
1738,ہزاروں بہانوں کا وہ اک بہانا,یاد علی گڑھ,عابد اللہ غٓازی
1739,بہت یاد آتا ہے گزرا زمانہ,یاد علی گڑھ,عابد اللہ غٓازی
1740,وہ رخ آفتابی پہ ابرو ہلالی,یاد علی گڑھ,عابد اللہ غٓازی
1741,وہ تمثال سیمیں وہ حسن مثالی,یاد علی گڑھ,عابد اللہ غٓازی
1742,شگوفوں میں کھیلی گلابوں میں پالی,یاد علی گڑھ,عابد اللہ غٓازی
1743,وہ خود اک ادا تھی ادا بھی نرالی,یاد علی گڑھ,عابد اللہ غٓازی
1744,نگاہیں بچا کر نگاہیں ملا کر,یاد علی گڑھ,عابد اللہ غٓازی
1745,بہت یاد آتا ہے گزرا زمانہ,یاد علی گڑھ,عابد اللہ غٓازی
1746,وہ ہرچند مجھ کو نہیں جانتی تھی,یاد علی گڑھ,عابد اللہ غٓازی
1747,مگر میری نظروں کو پہچانتی تھی,یاد علی گڑھ,عابد اللہ غٓازی
1748,اگرچہ مرے دل میں وہ بس گئی تھی,یاد علی گڑھ,عابد اللہ غٓازی
1749,مگر بات بس دل کی دل میں رہی تھی,یاد علی گڑھ,عابد اللہ غٓازی
1750,مگر آج احباب سے کیا چھپانا,یاد علی گڑھ,عابد اللہ غٓازی
1751,بہت یاد آتا ہے گزرا زمانہ,یاد علی گڑھ,عابد اللہ غٓازی
1752,وہ اک شام برسات کی دن ڈھلا تھا,یاد علی گڑھ,عابد اللہ غٓازی
1753,ابھی رات آئی نہ تھی جھٹپٹا تھا,یاد علی گڑھ,عابد اللہ غٓازی
1754,وہ باد بہاری سے اک گل کھلا تھا,یاد علی گڑھ,عابد اللہ غٓازی
1755,دھڑکتے ہوئے دل سے اک دل ملا تھا,یاد علی گڑھ,عابد اللہ غٓازی
1756,نظر سن رہی تھی نظر کا فسانہ,یاد علی گڑھ,عابد اللہ غٓازی
1757,بہت یاد آتا ہے گزرا زمانہ,یاد علی گڑھ,عابد اللہ غٓازی
1758,جوانی اداؤں میں بل کھا رہی تھی,یاد علی گڑھ,عابد اللہ غٓازی
1759,کہانی نگاہوں میں لہرا رہی تھی,یاد علی گڑھ,عابد اللہ غٓازی
1760,محبت محبت کو سمجھا رہی تھی,یاد علی گڑھ,عابد اللہ غٓازی
1761,وہ چشم تمنا جھکی جا رہی تھی,یاد علی گڑھ,عابد اللہ غٓازی
1762,قیامت سے پہلے قیامت وہ ڈھانا,یاد علی گڑھ,عابد اللہ غٓازی
1763,بہت یاد آتا ہے گزرا زمانہ,یاد علی گڑھ,عابد اللہ غٓازی
1764,ہمیں بیتی باتیں جو یاد آ رہی تھیں,یاد علی گڑھ,عابد اللہ غٓازی
1765,وہ مخمور نظریں جو شرما رہی تھیں,یاد علی گڑھ,عابد اللہ غٓازی
1766,بہت عقل سادہ کو بہکا رہی تھیں,یاد علی گڑھ,عابد اللہ غٓازی
1767,بڑی بے نیازی سے فرما رہی تھیں,یاد علی گڑھ,عابد اللہ غٓازی
1768,انہیں یاد رکھنا ہمیں بھول جانا,یاد علی گڑھ,عابد اللہ غٓازی
1769,بہت یاد آتا ہے گزرا زمانہ,یاد علی گڑھ,عابد اللہ غٓازی
1770,اب وہ امنگیں نہ دل میں مرادیں,یاد علی گڑھ,عابد اللہ غٓازی
1771,اب رہ گئیں چند ماضی کی یادیں,یاد علی گڑھ,عابد اللہ غٓازی
1772,یہ جی چاہتا ہے انہیں بھی بھلا دیں,یاد علی گڑھ,عابد اللہ غٓازی
1773,غم زندگی کو کہاں تک دعا دیں,یاد علی گڑھ,عابد اللہ غٓازی
1774,حقیقت بھی اب بن گئی ہے فسانہ,یاد علی گڑھ,عابد اللہ غٓازی
1775,بہت یاد آتا ہے گزرا زمانہ,یاد علی گڑھ,عابد اللہ غٓازی
1776,علی گڑھ ہے بڑھ کر ہمیں کل جہاں سے,یاد علی گڑھ,عابد اللہ غٓازی
1777,ہمیں عشق ہے اپنی اردو زباں سے,یاد علی گڑھ,عابد اللہ غٓازی
1778,ہمیں پیار ہے اپنے نام و نشاں سے,یاد علی گڑھ,عابد اللہ غٓازی
1779,یہاں آ گئے ہم نہ جانے کہاں سے,یاد علی گڑھ,عابد اللہ غٓازی
1780,قسم دے کے ہم کو کسی کا بلانا,یاد علی گڑھ,عابد اللہ غٓازی
1781,بہت یاد آتا ہے گزرا زمانہ,یاد علی گڑھ,عابد اللہ غٓازی
1782,محبت سے یکسر ہے انجان دنیا,یاد علی گڑھ,عابد اللہ غٓازی
1783,یہ ویران بستی پریشان دنیا,یاد علی گڑھ,عابد اللہ غٓازی
1784,کمال خرد سے یہ حیران دنیا,یاد علی گڑھ,عابد اللہ غٓازی
1785,خود اپنے کیے پر پشیمان دنیا,یاد علی گڑھ,عابد اللہ غٓازی
1786,کہاں لے کے آیا ہمیں آب و دانہ,یاد علی گڑھ,عابد اللہ غٓازی
1787,بہت یاد آتا ہے گزرا زمانہ,یاد علی گڑھ,عابد اللہ غٓازی
1788,پانی جگ مگ کرتا جائے,سورج-۱,آمنہ اظفر
1789,سورج اس میں ڈوبا جائے,سورج-۱,آمنہ اظفر
1790,بڑی سی یہ سونے کی تھالی,سورج-۱,آمنہ اظفر
1791,کیا معلوم کہاں کھو جائے,سورج-۱,آمنہ اظفر
1792,مغرب میں جو بستے ہوں گے,سورج-۱,آمنہ اظفر
1793,کتنے وہ خوش قسمت ہوں گے,سورج-۱,آمنہ اظفر
1794,ہاتھ بڑھا کر بڑے مزے سے,سورج-۱,آمنہ اظفر
1795,سورج کو چھو لیتے ہوں گے,سورج-۱,آمنہ اظفر
1796,جس کی آواز کانوں میں صبح صبح چڑیوں کی طرح چہکتی تھی,وہ میری پہلی محبت تھی,عامر ریاض
1797,جس کی موجودگی سے فضاؤں میں خوشبو سی مہکتی تھی,وہ میری پہلی محبت تھی,عامر ریاض
1798,وہ میری پہلی محبت تھی,وہ میری پہلی محبت تھی,عامر ریاض
1799,جس کی آنکھیں دیکھ متأثر ہو جاتے تھے ہرن,وہ میری پہلی محبت تھی,عامر ریاض
1800,نقاب سے جس کا چہرہ ایسے جھلکتا تھا جیسے سورج کی پہلی کرن,وہ میری پہلی محبت تھی,عامر ریاض
1801,جس کا مسکرانا تھا کہ جیسے وادیوں میں سحر کا آنا,وہ میری پہلی محبت تھی,عامر ریاض
1802,کسی پھول کی طرح جس پہ تتلیاں منڈرایا کرتی تھیں,وہ میری پہلی محبت تھی,عامر ریاض
1803,وہ چاند سے آئی تھی شاید رات میں ستاروں سے باتیں کیا کرتی تھی,وہ میری پہلی محبت تھی,عامر ریاض
1804,جو دن کا پہلا پیغام بھی تھی اور رات کا آخری سلام بھی,وہ میری پہلی محبت تھی,عامر ریاض
1805,صبح با خیر سے لے کر شب بخیر تک جو میرا تکیہ کلام تھی,وہ میری پہلی محبت تھی,عامر ریاض
1806,وہ میری پہلی محبت تھی,وہ میری پہلی محبت تھی,عامر ریاض
1807,خاموشی میں چھپائے جذبات جو سمجھ لیتی تھی,وہ میری پہلی محبت تھی,عامر ریاض
1808,بن ظاہر کئے تمام احساسات جو پرکھ لیتی تھی,وہ میری پہلی محبت تھی,عامر ریاض
1809,میرے لئے جو ہر کہانی ہر ایک قصے میں تھی,وہ میری پہلی محبت تھی,عامر ریاض
1810,ہر ایک شاعری ہر ایک غزل کے حصے میں تھی,وہ میری پہلی محبت تھی,عامر ریاض
1811,جو ہر نظم میں تھی اور ہر موسیقی میں بھی,وہ میری پہلی محبت تھی,عامر ریاض
1812,دل دار بھی تھی جو اور دنیا دار بھی,وہ میری پہلی محبت تھی,عامر ریاض
1813,شان و شوکت کی اس دنیا میں مجھ غریب کی چاہت کی طلب گار تھی,وہ میری پہلی محبت تھی,عامر ریاض
1814,وہ میری پہلی محبت تھی,وہ میری پہلی محبت تھی,عامر ریاض
1815,جو ماضی تھی مگر میرا مستقبل نہ بن پائی,وہ میری پہلی محبت تھی,عامر ریاض
1816,میرے ساتھ ہر حال میں راضی تھی مگر زندگی میں شامل نہ ہو پائی,وہ میری پہلی محبت تھی,عامر ریاض
1817,پیار کی راہ میں جو میری ہم سفر تھی,وہ میری پہلی محبت تھی,عامر ریاض
1818,جس کے جانے کے بعد میری زندگی صفر تھی,وہ میری پہلی محبت تھی,عامر ریاض
1819,کچھ رشتے خون کے ہوتے ہیں اور کچھ دل کے,وہ میری پہلی محبت تھی,عامر ریاض
1820,مگر روح کا رشتہ صرف جس شخص سے تھا,وہ میری پہلی محبت تھی,عامر ریاض
1821,وہ میری پہلی محبت تھی,وہ میری پہلی محبت تھی,عامر ریاض
